,degree_i,degree_j,volume_i,volume_j,shortest_path,katz_i,katz_j,pref_attach,pagerank_i,pagerank_j,label,common_neighbors,adamic_adar,jaccard
"(43, 62)",64,47,64,47,3,-0.0485958420130256,0.04443950032907779,3008,0.008341893389687837,0.017888032618824677,0,27,7.421814063038775,0.32142857142857145
"(43, 67)",64,1,64,1,235,-0.0485958420130256,-0.15136274630822874,64,0.008341893389687837,0.0016600566844636574,0,1,0.2442393366759723,0.015625
"(43, 79)",64,1,64,1,206,-0.0485958420130256,-0.15136274630822857,64,0.008341893389687837,0.0016498741296357981,0,1,0.2442393366759723,0.015625
"(43, 87)",64,35,64,35,2,-0.0485958420130256,0.04224209772353965,2240,0.008341893389687837,0.005783836345813155,0,15,4.051363380642538,0.17857142857142858
"(43, 88)",64,10,64,10,3,-0.0485958420130256,-0.0632089245404347,640,0.008341893389687837,0.0038597442828104678,0,5,1.3945759522290633,0.07246376811594203
"(43, 89)",64,17,64,17,3,-0.0485958420130256,-0.01471442053601086,1088,0.008341893389687837,0.008470081875506248,0,5,1.3147375747696852,0.06578947368421052
"(43, 90)",64,34,64,34,3,-0.0485958420130256,-0.004731731552189455,2176,0.008341893389687837,0.013109174572331685,0,14,4.049501475632507,0.16666666666666666
"(43, 92)",64,1,64,1,2494,-0.0485958420130256,-0.15136274630822863,64,0.008341893389687837,0.002453242593295883,0,1,0.2442393366759723,0.015625
"(43, 94)",64,27,64,27,2,-0.0485958420130256,-0.04988503809098313,1728,0.008341893389687837,0.006816455840012479,0,25,6.532558342941459,0.3787878787878788
"(44, 8)",56,65,56,65,2,0.02764677974120536,0.1304111705742238,3640,0.011193163354526242,0.027789391594878136,1,48,12.54650967028864,0.6575342465753424
"(44, 21)",56,51,56,51,3,0.02764677974120536,0.06474584356767747,2856,0.011193163354526242,0.005084272283351166,0,39,10.120210250484538,0.5735294117647058
"(44, 22)",56,27,56,27,3,0.02764677974120536,0.11257220192858998,1512,0.011193163354526242,0.0023990720289550735,0,12,3.131728653803229,0.16901408450704225
"(44, 23)",56,48,56,48,3,0.02764677974120536,0.15603689811132126,2688,0.011193163354526242,0.00656910713827568,0,29,7.450566258027401,0.38666666666666666
"(44, 24)",56,20,56,20,3,0.02764677974120536,0.014725607996781504,1120,0.011193163354526242,0.005181840498528412,0,8,2.0578146275893823,0.11764705882352941
"(44, 25)",56,48,56,48,3,0.02764677974120536,0.08047549048539951,2688,0.011193163354526242,0.0090648480114456,1,35,8.984699295280189,0.5072463768115942
"(44, 26)",56,20,56,20,3,0.02764677974120536,0.05715634595388959,1120,0.011193163354526242,0.004654418996974305,0,8,2.063384635687276,0.11764705882352941
"(44, 28)",56,59,56,59,3,0.02764677974120536,0.005201791065754412,3304,0.011193163354526242,0.005995600267395186,0,42,10.927444691824606,0.5753424657534246
"(44, 33)",56,48,56,48,3,0.02764677974120536,0.1836456587053088,2688,0.011193163354526242,0.017027338600515467,0,27,6.921190296312081,0.35064935064935066
"(44, 34)",56,33,56,33,3,0.02764677974120536,0.11534713721995514,1848,0.011193163354526242,0.013104771142132876,0,16,4.175628199035243,0.2191780821917808
"(44, 36)",56,36,56,36,3,0.02764677974120536,0.1286210485361587,2016,0.011193163354526242,0.005564372008647704,0,17,4.512280104018637,0.22666666666666666
"(44, 37)",56,9,56,9,3,0.02764677974120536,-0.0844943474995919,504,0.011193163354526242,0.00984841084713957,1,2,0.4935340427588108,0.031746031746031744
"(44, 39)",56,27,56,27,3,0.02764677974120536,0.01610384994439323,1512,0.011193163354526242,0.015748365906096178,0,13,3.371765941253365,0.18571428571428572
"(44, 40)",56,27,56,27,3,0.02764677974120536,-0.0043322499475773775,1512,0.011193163354526242,0.016644034936211135,0,14,3.7249863509728485,0.2028985507246377
"(44, 45)",56,19,56,19,2,0.02764677974120536,-0.1637867252516863,1064,0.011193163354526242,0.0018164287865699725,0,17,4.547632170529278,0.29310344827586204
"(44, 48)",56,18,56,18,3,0.02764677974120536,-0.19696302567166538,1008,0.011193163354526242,0.017702189969502024,0,11,2.8850691250801783,0.1746031746031746
"(44, 49)",56,14,56,14,2,0.02764677974120536,-0.19539257389008485,784,0.011193163354526242,0.016932565008387346,0,8,2.112847020622524,0.12903225806451613
"(44, 50)",56,4,56,4,3,0.02764677974120536,-0.13156831667975658,224,0.011193163354526242,0.0015806009339959955,0,3,0.7233716622484967,0.05263157894736842
"(44, 53)",56,5,56,5,3,0.02764677974120536,-0.10108798080157545,280,0.011193163354526242,0.0015810468966275886,0,5,1.2536164705623447,0.08928571428571429
"(44, 54)",56,27,56,27,3,0.02764677974120536,-0.02373915086662572,1512,0.011193163354526242,0.008952812229637529,0,13,3.477857289909986,0.18571428571428572
"(44, 55)",56,11,56,11,3,0.02764677974120536,-0.07674783943269976,616,0.011193163354526242,0.0016927419201901094,0,5,1.2429433040519686,0.08064516129032258
"(44, 56)",56,22,56,22,3,0.02764677974120536,0.002646586517300552,1232,0.011193163354526242,0.013054867574456203,1,10,2.5775017033844967,0.14705882352941177
"(44, 57)",56,18,56,18,4,0.02764677974120536,-0.03445513809209324,1008,0.011193163354526242,0.003132998910066535,0,8,2.086403841257257,0.12121212121212122
"(44, 60)",56,44,56,44,4,0.02764677974120536,0.058999787009906886,2464,0.011193163354526242,0.010344869759396611,1,38,9.76346045793604,0.6129032258064516
"(44, 61)",56,32,56,32,3,0.02764677974120536,0.07690134116363828,1792,0.011193163354526242,0.005698078387562628,0,15,3.935863794070042,0.2054794520547945
"(44, 62)",56,47,56,47,3,0.02764677974120536,0.04443950032907779,2632,0.011193163354526242,0.017888032618824677,0,26,6.9207514149772695,0.33766233766233766
"(44, 67)",56,1,56,1,235,0.02764677974120536,-0.15136274630822874,56,0.011193163354526242,0.0016600566844636574,0,1,0.2442393366759723,0.017857142857142856
"(44, 70)",56,20,56,20,3,0.02764677974120536,-0.21597393395202882,1120,0.011193163354526242,0.0023515568476399243,0,12,3.070452914365762,0.1875
"(44, 71)",56,24,56,24,2,0.02764677974120536,-0.17309712969980223,1344,0.011193163354526242,0.0024904966637493446,0,16,4.13515000983856,0.25
"(44, 79)",56,1,56,1,206,0.02764677974120536,-0.15136274630822857,56,0.011193163354526242,0.0016498741296357981,0,1,0.2442393366759723,0.017857142857142856
"(44, 82)",56,23,56,23,4,0.02764677974120536,-0.05299756294086273,1288,0.011193163354526242,0.0022382897043224247,0,20,5.171412039443679,0.3389830508474576
"(44, 83)",56,41,56,41,3,0.02764677974120536,-0.08701192598488124,2296,0.011193163354526242,0.00533605223255392,0,33,8.75219166114427,0.515625
"(44, 87)",56,35,56,35,3,0.02764677974120536,0.04224209772353965,1960,0.011193163354526242,0.005783836345813155,0,15,3.935869515135564,0.19736842105263158
"(44, 88)",56,10,56,10,2,0.02764677974120536,-0.0632089245404347,560,0.011193163354526242,0.0038597442828104678,0,6,1.6186436883608768,0.1
"(44, 89)",56,17,56,17,3,0.02764677974120536,-0.01471442053601086,952,0.011193163354526242,0.008470081875506248,0,7,1.7969657879717178,0.10606060606060606
"(44, 90)",56,34,56,34,3,0.02764677974120536,-0.004731731552189455,1904,0.011193163354526242,0.013109174572331685,0,14,3.7375943328103416,0.18421052631578946
"(44, 92)",56,1,56,1,2494,0.02764677974120536,-0.15136274630822863,56,0.011193163354526242,0.002453242593295883,0,1,0.2442393366759723,0.017857142857142856
"(44, 93)",56,5,56,5,4,0.02764677974120536,-0.16667988666042818,280,0.011193163354526242,0.002810288809925016,0,4,1.0129634036006974,0.07017543859649122
"(46, 20)",61,43,61,43,5,-0.08899359640402454,0.12641129374366503,2623,0.014025736394937028,0.013792676445456682,1,29,7.417710243979655,0.38666666666666666
"(46, 22)",61,27,61,27,4,-0.08899359640402454,0.11257220192858998,1647,0.014025736394937028,0.0023990720289550735,0,12,3.045263896109447,0.15789473684210525
"(46, 24)",61,20,61,20,5,-0.08899359640402454,0.014725607996781504,1220,0.014025736394937028,0.005181840498528412,0,8,2.0382774374238086,0.1095890410958904
"(46, 26)",61,20,61,20,4,-0.08899359640402454,0.05715634595388959,1220,0.014025736394937028,0.004654418996974305,1,8,2.0154170713909294,0.1095890410958904
"(46, 29)",61,52,61,52,4,-0.08899359640402454,0.12809707168526835,3172,0.014025736394937028,0.00818187185509321,1,45,11.725058776142605,0.6617647058823529
"(46, 30)",61,56,61,56,3,-0.08899359640402454,0.21832947788634705,3416,0.014025736394937028,0.015560866671361844,0,31,7.917123495444381,0.36046511627906974
"(46, 31)",61,45,61,45,3,-0.08899359640402454,0.11142552434548507,2745,0.014025736394937028,0.007893630349204107,1,37,9.65967429043381,0.5362318840579711
"(46, 33)",61,48,61,48,4,-0.08899359640402454,0.1836456587053088,2928,0.014025736394937028,0.017027338600515467,0,25,6.336394607531151,0.2976190476190476
"(46, 34)",61,33,61,33,3,-0.08899359640402454,0.11534713721995514,2013,0.014025736394937028,0.013104771142132876,0,14,3.5397117361171935,0.175
"(46, 36)",61,36,61,36,5,-0.08899359640402454,0.1286210485361587,2196,0.014025736394937028,0.005564372008647704,0,14,3.599025676484655,0.1686746987951807
"(46, 37)",61,9,61,9,3,-0.08899359640402454,-0.0844943474995919,549,0.014025736394937028,0.00984841084713957,0,3,0.7454255374635959,0.04477611940298507
"(46, 39)",61,27,61,27,4,-0.08899359640402454,0.01610384994439323,1647,0.014025736394937028,0.015748365906096178,1,11,2.816416357740077,0.14285714285714285
"(46, 40)",61,27,61,27,5,-0.08899359640402454,-0.0043322499475773775,1647,0.014025736394937028,0.016644034936211135,1,11,2.8411780287065094,0.14285714285714285
"(46, 50)",61,4,61,4,3,-0.08899359640402454,-0.13156831667975658,244,0.014025736394937028,0.0015806009339959955,0,3,0.7233716622484967,0.04838709677419355
"(46, 51)",61,36,61,36,3,-0.08899359640402454,0.11537787181217882,2196,0.014025736394937028,0.01502923767778599,0,18,4.576803187491865,0.22784810126582278
"(46, 52)",61,39,61,39,3,-0.08899359640402454,0.08046658007490012,2379,0.014025736394937028,0.011821562178836413,1,21,5.3582034883412994,0.26582278481012656
"(46, 53)",61,5,61,5,4,-0.08899359640402454,-0.10108798080157545,305,0.014025736394937028,0.0015810468966275886,0,5,1.2536164705623447,0.08196721311475409
"(46, 54)",61,27,61,27,3,-0.08899359640402454,-0.02373915086662572,1647,0.014025736394937028,0.008952812229637529,0,13,3.54667694989648,0.17333333333333334
"(46, 55)",61,11,61,11,4,-0.08899359640402454,-0.07674783943269976,671,0.014025736394937028,0.0016927419201901094,0,5,1.254248107825771,0.07462686567164178
"(46, 56)",61,22,61,22,4,-0.08899359640402454,0.002646586517300552,1342,0.014025736394937028,0.013054867574456203,1,8,2.022152119871209,0.10666666666666667
"(46, 57)",61,18,61,18,4,-0.08899359640402454,-0.03445513809209324,1098,0.014025736394937028,0.003132998910066535,0,5,1.2798223256711863,0.06756756756756757
"(46, 59)",61,39,61,39,4,-0.08899359640402454,0.06454949538012547,2379,0.014025736394937028,0.013465655222941878,0,24,6.254125141961373,0.3157894736842105
"(46, 61)",61,32,61,32,4,-0.08899359640402454,0.07690134116363828,1952,0.014025736394937028,0.005698078387562628,0,13,3.2709850636857,0.1625
"(46, 63)",61,21,61,21,4,-0.08899359640402454,-0.06869161484850814,1281,0.014025736394937028,0.0026372713222390255,1,14,3.5360707167770142,0.20588235294117646
"(46, 67)",61,1,61,1,235,-0.08899359640402454,-0.15136274630822874,61,0.014025736394937028,0.0016600566844636574,1,1,0.2442393366759723,0.01639344262295082
"(46, 77)",61,4,61,4,5,-0.08899359640402454,-0.1515162824491454,244,0.014025736394937028,0.0025413154528118906,1,4,0.9763712898642,0.06557377049180328
"(46, 79)",61,1,61,1,206,-0.08899359640402454,-0.15136274630822857,61,0.014025736394937028,0.0016498741296357981,0,1,0.2442393366759723,0.01639344262295082
"(46, 82)",61,23,61,23,4,-0.08899359640402454,-0.05299756294086273,1403,0.014025736394937028,0.0022382897043224247,1,21,5.408176384463319,0.3333333333333333
"(46, 87)",61,35,61,35,4,-0.08899359640402454,0.04224209772353965,2135,0.014025736394937028,0.005783836345813155,1,14,3.6880116623897763,0.17073170731707318
"(46, 88)",61,10,61,10,4,-0.08899359640402454,-0.0632089245404347,610,0.014025736394937028,0.0038597442828104678,0,3,0.8106496374098636,0.04411764705882353
"(46, 89)",61,17,61,17,5,-0.08899359640402454,-0.01471442053601086,1037,0.014025736394937028,0.008470081875506248,1,6,1.5353121713361229,0.08333333333333333
"(46, 90)",61,34,61,34,4,-0.08899359640402454,-0.004731731552189455,2074,0.014025736394937028,0.013109174572331685,0,11,2.9025714053132754,0.13095238095238096
"(46, 92)",61,1,61,1,2494,-0.08899359640402454,-0.15136274630822863,61,0.014025736394937028,0.002453242593295883,0,1,0.2442393366759723,0.01639344262295082
"(47, 1)",31,44,31,44,2,-0.03147632839936429,0.06774632287313982,1364,0.0024345533652017025,0.012217055775896234,0,19,4.770649262402943,0.3392857142857143
"(47, 3)",31,56,31,56,2,-0.03147632839936429,0.04760061282566614,1736,0.0024345533652017025,0.030261871706370982,0,25,6.359746799288448,0.4032258064516129
"(47, 5)",31,50,31,50,2,-0.03147632839936429,0.1312527109246012,1550,0.0024345533652017025,0.008028558198046926,0,23,5.738127168231899,0.39655172413793105
"(47, 7)",31,66,31,66,2,-0.03147632839936429,0.060229470283121464,2046,0.0024345533652017025,0.00806386045370394,0,28,7.248704021440592,0.4057971014492754
"(47, 9)",31,28,31,28,3,-0.03147632839936429,-0.06289839233442372,868,0.0024345533652017025,0.006380857968704907,0,15,3.714766302382917,0.3409090909090909
"(47, 13)",31,52,31,52,3,-0.03147632839936429,0.027522292609097086,1612,0.0024345533652017025,0.015030483837637113,0,24,6.024126835734574,0.4067796610169492
"(47, 15)",31,60,31,60,4,-0.03147632839936429,-0.12099160405763681,1860,0.0024345533652017025,0.037839550539614755,0,23,5.868504651174586,0.3382352941176471
"(47, 19)",31,42,31,42,3,-0.03147632839936429,0.15988795508238615,1302,0.0024345533652017025,0.009736697121313977,0,19,4.716978760193047,0.35185185185185186
"(47, 20)",31,43,31,43,4,-0.03147632839936429,0.12641129374366503,1333,0.0024345533652017025,0.013792676445456682,0,14,3.524692215244121,0.23333333333333334
"(47, 22)",31,27,31,27,2,-0.03147632839936429,0.11257220192858998,837,0.0024345533652017025,0.0023990720289550735,0,8,2.0657907827327646,0.16
"(47, 23)",31,48,31,48,4,-0.03147632839936429,0.15603689811132126,1488,0.0024345533652017025,0.00656910713827568,0,21,5.399992437186712,0.3620689655172414
"(47, 24)",31,20,31,20,2,-0.03147632839936429,0.014725607996781504,620,0.0024345533652017025,0.005181840498528412,0,9,2.4456965138661273,0.21428571428571427
"(47, 25)",31,48,31,48,2,-0.03147632839936429,0.08047549048539951,1488,0.0024345533652017025,0.0090648480114456,0,21,5.297531464478922,0.3620689655172414
"(47, 26)",31,20,31,20,2,-0.03147632839936429,0.05715634595388959,620,0.0024345533652017025,0.004654418996974305,0,6,1.5222999453922512,0.13333333333333333
"(47, 27)",31,55,31,55,3,-0.03147632839936429,0.1391471136467677,1705,0.0024345533652017025,0.015016180247821758,0,23,5.855910195587156,0.36507936507936506
"(47, 30)",31,56,31,56,3,-0.03147632839936429,0.21832947788634705,1736,0.0024345533652017025,0.015560866671361844,0,21,5.49311333242014,0.3181818181818182
"(47, 32)",31,44,31,44,2,-0.03147632839936429,0.061647928271053934,1364,0.0024345533652017025,0.009885917992556522,0,16,4.172567960089927,0.2711864406779661
"(47, 33)",31,48,31,48,2,-0.03147632839936429,0.1836456587053088,1488,0.0024345533652017025,0.017027338600515467,0,19,4.936741704451071,0.31666666666666665
"(47, 34)",31,33,31,33,3,-0.03147632839936429,0.11534713721995514,1023,0.0024345533652017025,0.013104771142132876,0,10,2.5359855274018974,0.18518518518518517
"(47, 36)",31,36,31,36,2,-0.03147632839936429,0.1286210485361587,1116,0.0024345533652017025,0.005564372008647704,0,13,3.424132631765673,0.24074074074074073
"(47, 37)",31,9,31,9,2,-0.03147632839936429,-0.0844943474995919,279,0.0024345533652017025,0.00984841084713957,0,4,1.0421931801109203,0.1111111111111111
"(47, 39)",31,27,31,27,2,-0.03147632839936429,0.01610384994439323,837,0.0024345533652017025,0.015748365906096178,0,9,2.4225665060231125,0.1836734693877551
"(47, 41)",31,49,31,49,2,-0.03147632839936429,0.07803713158297951,1519,0.0024345533652017025,0.012502582515461618,0,23,5.738127168231899,0.40350877192982454
"(47, 42)",31,40,31,40,3,-0.03147632839936429,0.017841080666253596,1240,0.0024345533652017025,0.012350090958383695,0,21,5.246602560607574,0.42
"(47, 45)",31,19,31,19,2,-0.03147632839936429,-0.1637867252516863,589,0.0024345533652017025,0.0018164287865699725,0,10,2.4858009259609593,0.25
"(47, 48)",31,18,31,18,3,-0.03147632839936429,-0.19696302567166538,558,0.0024345533652017025,0.017702189969502024,0,7,1.8538351492206384,0.16666666666666666
"(47, 50)",31,4,31,4,3,-0.03147632839936429,-0.13156831667975658,124,0.0024345533652017025,0.0015806009339959955,0,1,0.24044917348149392,0.029411764705882353
"(47, 51)",31,36,31,36,3,-0.03147632839936429,0.11537787181217882,1116,0.0024345533652017025,0.01502923767778599,0,10,2.662455655569024,0.17543859649122806
"(47, 52)",31,39,31,39,3,-0.03147632839936429,0.08046658007490012,1209,0.0024345533652017025,0.011821562178836413,0,14,3.7043582425771358,0.25
"(47, 53)",31,5,31,5,3,-0.03147632839936429,-0.10108798080157545,155,0.0024345533652017025,0.0015810468966275886,0,2,0.481812311790769,0.058823529411764705
"(47, 55)",31,11,31,11,3,-0.03147632839936429,-0.07674783943269976,341,0.0024345533652017025,0.0016927419201901094,0,1,0.28126641406272834,0.024390243902439025
"(47, 56)",31,22,31,22,3,-0.03147632839936429,0.002646586517300552,682,0.0024345533652017025,0.013054867574456203,0,7,1.9179751777448444,0.15217391304347827
"(47, 57)",31,18,31,18,3,-0.03147632839936429,-0.03445513809209324,558,0.0024345533652017025,0.003132998910066535,0,1,0.28126641406272834,0.020833333333333332
"(47, 58)",31,57,31,57,4,-0.03147632839936429,0.05945466798116776,1767,0.0024345533652017025,0.00687912610024136,0,25,6.305393249797302,0.3968253968253968
"(47, 60)",31,44,31,44,3,-0.03147632839936429,0.058999787009906886,1364,0.0024345533652017025,0.010344869759396611,0,22,5.545933347723368,0.41509433962264153
"(47, 61)",31,32,31,32,2,-0.03147632839936429,0.07690134116363828,992,0.0024345533652017025,0.005698078387562628,0,10,2.6423125639554064,0.18867924528301888
"(47, 62)",31,47,31,47,2,-0.03147632839936429,0.04443950032907779,1457,0.0024345533652017025,0.017888032618824677,0,15,3.8952878410565,0.23809523809523808
"(47, 63)",31,21,31,21,3,-0.03147632839936429,-0.06869161484850814,651,0.0024345533652017025,0.0026372713222390255,0,8,2.0301233605441116,0.18181818181818182
"(47, 64)",31,33,31,33,2,-0.03147632839936429,-0.12658659863477614,1023,0.0024345533652017025,0.0053678971536173115,0,18,4.652805453239225,0.391304347826087
"(47, 65)",31,44,31,44,4,-0.03147632839936429,0.09309246522677452,1364,0.0024345533652017025,0.010929477663677788,0,20,4.979822751239613,0.36363636363636365
"(47, 66)",31,42,31,42,3,-0.03147632839936429,0.033692238823521466,1302,0.0024345533652017025,0.009284273547247729,0,16,4.034118919918927,0.2807017543859649
"(47, 69)",31,52,31,52,2,-0.03147632839936429,0.08199424730886032,1612,0.0024345533652017025,0.01576708413345742,0,26,6.60049833168625,0.45614035087719296
"(47, 70)",31,20,31,20,2,-0.03147632839936429,-0.21597393395202882,620,0.0024345533652017025,0.0023515568476399243,0,10,2.6540774319660363,0.24390243902439024
"(47, 71)",31,24,31,24,3,-0.03147632839936429,-0.17309712969980223,744,0.0024345533652017025,0.0024904966637493446,0,13,3.3574759074825025,0.30952380952380953
"(47, 73)",31,39,31,39,3,-0.03147632839936429,-0.048935971767664066,1209,0.0024345533652017025,0.0057994096558534715,0,18,4.59504753757217,0.34615384615384615
"(47, 75)",31,41,31,41,4,-0.03147632839936429,0.05128154491929968,1271,0.0024345533652017025,0.002572664913302391,0,25,6.4253438786875465,0.5319148936170213
"(47, 76)",31,17,31,17,3,-0.03147632839936429,-0.17877630667660016,527,0.0024345533652017025,0.007128924614166462,0,10,2.4879282896094264,0.2631578947368421
"(47, 77)",31,4,31,4,6,-0.03147632839936429,-0.1515162824491454,124,0.0024345533652017025,0.0025413154528118906,0,3,0.7321319531882277,0.09375
"(47, 80)",31,18,31,18,2,-0.03147632839936429,-0.17905863273285197,558,0.0024345533652017025,0.0029277160205588414,0,10,2.544415003682449,0.2564102564102564
"(47, 81)",31,48,31,48,2,-0.03147632839936429,0.07616618359361575,1488,0.0024345533652017025,0.008618343078770376,0,25,6.330014577545097,0.46296296296296297
"(47, 83)",31,41,31,41,2,-0.03147632839936429,-0.08701192598488124,1271,0.0024345533652017025,0.00533605223255392,0,19,4.724965539064489,0.3584905660377358
"(47, 84)",31,15,31,15,3,-0.03147632839936429,-0.15603344410134098,465,0.0024345533652017025,0.009900634666588823,0,8,1.968649900698609,0.21052631578947367
"(47, 86)",31,34,31,34,3,-0.03147632839936429,0.034961902613837845,1054,0.0024345533652017025,0.012849224286178617,0,21,5.218666563887356,0.4772727272727273
"(47, 88)",31,10,31,10,2,-0.03147632839936429,-0.0632089245404347,310,0.0024345533652017025,0.0038597442828104678,0,2,0.5395841808700571,0.05128205128205128
"(47, 89)",31,17,31,17,4,-0.03147632839936429,-0.01471442053601086,527,0.0024345533652017025,0.008470081875506248,0,6,1.6766120394355695,0.14285714285714285
"(47, 90)",31,34,31,34,3,-0.03147632839936429,-0.004731731552189455,1054,0.0024345533652017025,0.013109174572331685,0,8,2.1926208992766476,0.14035087719298245
"(47, 91)",31,30,31,30,2,-0.03147632839936429,-0.04636211237860959,930,0.0024345533652017025,0.0026648427537498956,0,16,4.263281376215756,0.35555555555555557
"(47, 93)",31,5,31,5,5,-0.03147632839936429,-0.16667988666042818,155,0.0024345533652017025,0.002810288809925016,0,4,1.0129634036006974,0.125
"(47, 94)",31,27,31,27,2,-0.03147632839936429,-0.04988503809098313,837,0.0024345533652017025,0.006816455840012479,0,14,3.5462663387204003,0.3181818181818182
"(47, 95)",31,33,31,33,3,-0.03147632839936429,0.04408846015561828,1023,0.0024345533652017025,0.0022446265760859624,0,18,4.470823840681125,0.391304347826087
"(48, 1)",18,44,18,44,3,-0.19696302567166538,0.06774632287313982,792,0.017702189969502024,0.012217055775896234,0,10,2.610660079464183,0.19230769230769232
"(48, 3)",18,56,18,56,3,-0.19696302567166538,0.04760061282566614,1008,0.017702189969502024,0.030261871706370982,0,14,3.648363255869609,0.23333333333333334
"(48, 4)",18,51,18,51,5,-0.19696302567166538,0.08962406629893069,918,0.017702189969502024,0.023035062482267835,0,13,3.3277562960672573,0.23214285714285715
"(48, 5)",18,50,18,50,3,-0.19696302567166538,0.1312527109246012,900,0.017702189969502024,0.008028558198046926,0,13,3.3224050328688888,0.23636363636363636
"(48, 6)",18,47,18,47,2,-0.19696302567166538,0.061026960819897696,846,0.017702189969502024,0.011799111356367131,0,12,3.0474074033209693,0.22641509433962265
"(48, 8)",18,65,18,65,3,-0.19696302567166538,0.1304111705742238,1170,0.017702189969502024,0.027789391594878136,0,16,4.260225531678937,0.23880597014925373
"(48, 9)",18,28,18,28,4,-0.19696302567166538,-0.06289839233442372,504,0.017702189969502024,0.006380857968704907,0,6,1.5055005244969513,0.15
"(48, 10)",18,64,18,64,4,-0.19696302567166538,0.14244655755378902,1152,0.017702189969502024,0.031375081382204385,0,13,3.293685949135464,0.18840579710144928
"(48, 11)",18,47,18,47,2,-0.19696302567166538,-0.013191320678028055,846,0.017702189969502024,0.01671083535743504,0,13,3.3486136274073175,0.25
"(48, 12)",18,48,18,48,3,-0.19696302567166538,-0.006805692949336399,864,0.017702189969502024,0.019587320324567684,0,11,2.823446413348523,0.2
"(48, 13)",18,52,18,52,4,-0.19696302567166538,0.027522292609097086,936,0.017702189969502024,0.015030483837637113,1,14,3.640722268067923,0.25
"(48, 14)",18,60,18,60,3,-0.19696302567166538,-0.030137222503987104,1080,0.017702189969502024,0.022554348068468264,0,16,4.293540420526459,0.25806451612903225
"(48, 16)",18,58,18,58,3,-0.19696302567166538,0.09103862383752974,1044,0.017702189969502024,0.003011323774952671,0,13,3.4731324236947168,0.20634920634920634
"(48, 17)",18,41,18,41,4,-0.19696302567166538,0.1391955818852807,738,0.017702189969502024,0.01617795413120586,0,6,1.4867162216748837,0.11320754716981132
"(48, 18)",18,49,18,49,3,-0.19696302567166538,0.14648425445174268,882,0.017702189969502024,0.00855975422911328,0,11,2.776675063193943,0.19642857142857142
"(48, 19)",18,42,18,42,3,-0.19696302567166538,0.15988795508238615,756,0.017702189969502024,0.009736697121313977,1,10,2.510541212139832,0.2
"(48, 20)",18,43,18,43,2,-0.19696302567166538,0.12641129374366503,774,0.017702189969502024,0.013792676445456682,0,10,2.525601697638896,0.19607843137254902
"(48, 21)",18,51,18,51,2,-0.19696302567166538,0.06474584356767747,918,0.017702189969502024,0.005084272283351166,0,13,3.3853439372147296,0.23214285714285715
"(48, 22)",18,27,18,27,2,-0.19696302567166538,0.11257220192858998,486,0.017702189969502024,0.0023990720289550735,0,4,1.0019772828804612,0.0975609756097561
"(48, 23)",18,48,18,48,2,-0.19696302567166538,0.15603689811132126,864,0.017702189969502024,0.00656910713827568,0,9,2.240871808213043,0.15789473684210525
"(48, 24)",18,20,18,20,3,-0.19696302567166538,0.014725607996781504,360,0.017702189969502024,0.005181840498528412,0,4,1.0019772828804612,0.11764705882352941
"(48, 26)",18,20,18,20,3,-0.19696302567166538,0.05715634595388959,360,0.017702189969502024,0.004654418996974305,0,4,1.0037433042709245,0.11764705882352941
"(48, 27)",18,55,18,55,3,-0.19696302567166538,0.1391471136467677,990,0.017702189969502024,0.015016180247821758,0,11,2.775637880155864,0.1774193548387097
"(48, 29)",18,52,18,52,3,-0.19696302567166538,0.12809707168526835,936,0.017702189969502024,0.00818187185509321,0,10,2.5323805988475994,0.16666666666666666
"(48, 30)",18,56,18,56,3,-0.19696302567166538,0.21832947788634705,1008,0.017702189969502024,0.015560866671361844,0,10,2.520189663648553,0.15625
"(48, 31)",18,45,18,45,3,-0.19696302567166538,0.11142552434548507,810,0.017702189969502024,0.007893630349204107,0,11,2.9489448689057602,0.21153846153846154
"(48, 32)",18,44,18,44,4,-0.19696302567166538,0.061647928271053934,792,0.017702189969502024,0.009885917992556522,0,8,2.0037954595833702,0.14814814814814814
"(48, 33)",18,48,18,48,2,-0.19696302567166538,0.1836456587053088,864,0.017702189969502024,0.017027338600515467,0,8,2.013562430268974,0.13793103448275862
"(48, 34)",18,33,18,33,3,-0.19696302567166538,0.11534713721995514,594,0.017702189969502024,0.013104771142132876,0,3,0.7388626277447958,0.0625
"(48, 36)",18,36,18,36,3,-0.19696302567166538,0.1286210485361587,648,0.017702189969502024,0.005564372008647704,0,3,0.7584972424610943,0.058823529411764705
"(48, 37)",18,9,18,9,4,-0.19696302567166538,-0.0844943474995919,162,0.017702189969502024,0.00984841084713957,0,2,0.504976363982102,0.08
"(48, 38)",18,54,18,54,4,-0.19696302567166538,0.03175603610346003,972,0.017702189969502024,0.01473310996109392,0,12,3.1216141364170573,0.2
"(48, 39)",18,27,18,27,3,-0.19696302567166538,0.01610384994439323,486,0.017702189969502024,0.015748365906096178,0,2,0.5010934404815466,0.046511627906976744
"(48, 40)",18,27,18,27,4,-0.19696302567166538,-0.0043322499475773775,486,0.017702189969502024,0.016644034936211135,0,2,0.5060088479867659,0.046511627906976744
"(48, 41)",18,49,18,49,3,-0.19696302567166538,0.07803713158297951,882,0.017702189969502024,0.012502582515461618,0,12,3.048596300565261,0.21818181818181817
